Symbol,TradeDate,Open,Close,AvgPrice,High,Low,TradedVolume,Source,LoadTime
BAH,2020-01-02,71.7300033569336,71.9000015258789,71.82,71.9000015258789,71.12000274658203,677700,Barclays,2025-10-22 19:25:55
BAH,2020-01-03,71.38999938964844,72.66999816894531,72.03,73.0999984741211,71.30999755859375,1027300,Barclays,2025-10-22 19:25:55
BAH,2020-01-06,72.1500015258789,73.83999633789062,72.99,73.87999725341797,71.93000030517578,1036900,Barclays,2025-10-22 19:25:55
BAH,2020-01-07,73.63999938964844,73.41000366210938,73.53,74.18000030517578,73.22000122070312,841900,Barclays,2025-10-22 19:25:55
BAH,2020-01-08,73.41000366210938,74.05999755859375,73.74,74.5,73.3499984741211,910600,Barclays,2025-10-22 19:25:55
BAH,2020-01-09,74.45999908447266,76.12000274658203,75.29,76.12999725341797,74.19000244140625,1266200,Barclays,2025-10-22 19:25:55
BAH,2020-01-10,76.41000366210938,76.66000366210938,76.54,76.88999938964844,76.12000274658203,1163400,Barclays,2025-10-22 19:25:55
BAH,2020-01-13,77.0,78.41000366210938,77.71,78.43000030517578,76.8499984741211,1288100,Barclays,2025-10-22 19:25:55
BAH,2020-01-14,78.48999786376953,78.47000122070312,78.48,78.58000183105469,77.87999725341797,915500,Barclays,2025-10-22 19:25:55
BAH,2020-01-15,78.61000061035156,79.4000015258789,79.01,79.97000122070312,78.61000061035156,917100,Barclays,2025-10-22 19:25:55
BAH,2020-01-16,79.58000183105469,78.98999786376953,79.28,79.94000244140625,78.69999694824219,936700,Barclays,2025-10-22 19:25:55
BAH,2020-01-17,79.0999984741211,79.4000015258789,79.25,79.73999786376953,78.6500015258789,710500,Barclays,2025-10-22 19:25:55
BAH,2020-01-21,79.0199966430664,78.63999938964844,78.83,79.51000213623047,78.27999877929688,1710500,Barclays,2025-10-22 19:25:55
BAH,2020-01-22,78.81999969482422,77.75,78.28,79.02999877929688,77.66000366210938,1122000,Barclays,2025-10-22 19:25:55
BAH,2020-01-23,78.04000091552734,78.37999725341797,78.21,78.69999694824219,77.4000015258789,734700,Barclays,2025-10-22 19:25:55
BAH,2020-01-24,78.86000061035156,77.95999908447266,78.41,78.9000015258789,77.77999877929688,602500,Barclays,2025-10-22 19:25:55
BAH,2020-01-27,76.6500015258789,77.56999969482422,77.11,77.83999633789062,76.19999694824219,1149700,Barclays,2025-10-22 19:25:55
BAH,2020-01-28,77.86000061035156,78.55000305175781,78.21,78.97000122070312,77.58000183105469,929100,Barclays,2025-10-22 19:25:55
BAH,2020-01-29,78.91999816894531,78.2300033569336,78.58,79.27999877929688,78.20999908447266,813400,Barclays,2025-10-22 19:25:55
BAH,2020-01-30,77.81999969482422,78.75,78.28,78.9000015258789,77.58999633789062,1087500,Barclays,2025-10-22 19:25:55
BAH,2020-01-31,78.8499984741211,78.04000091552734,78.44,82.0,77.86000061035156,1915600,Barclays,2025-10-22 19:25:55
CNS,2020-01-02,63.22999954223633,63.27000045776367,63.25,63.540000915527344,62.7599983215332,98500,Barclays,2025-10-22 19:25:55
CNS,2020-01-03,62.59000015258789,63.220001220703125,62.91,63.38999938964844,62.5,116500,Barclays,2025-10-22 19:25:55
CNS,2020-01-06,62.880001068115234,62.59000015258789,62.74,62.90999984741211,62.06999969482422,159100,Barclays,2025-10-22 19:25:55
CNS,2020-01-07,62.54999923706055,62.16999816894531,62.36,62.869998931884766,61.65999984741211,151300,Barclays,2025-10-22 19:25:55
CNS,2020-01-08,62.22999954223633,62.13999938964844,62.18,62.970001220703125,61.959999084472656,226700,Barclays,2025-10-22 19:25:55
CNS,2020-01-09,62.66999816894531,62.9900016784668,62.83,63.060001373291016,62.52999877929688,158300,Barclays,2025-10-22 19:25:55
CNS,2020-01-10,62.880001068115234,63.72999954223633,63.31,64.26000213623047,62.77999877929688,210300,Barclays,2025-10-22 19:25:55
CNS,2020-01-13,63.7599983215332,65.19999694824219,64.48,65.22000122070312,63.7599983215332,152700,Barclays,2025-10-22 19:25:55
CNS,2020-01-14,65.33999633789062,64.52999877929688,64.93,65.87000274658203,64.41000366210938,162800,Barclays,2025-10-22 19:25:55
CNS,2020-01-15,64.4800033569336,65.72000122070312,65.1,65.95999908447266,64.4800033569336,141200,Barclays,2025-10-22 19:25:55
CNS,2020-01-16,66.16999816894531,66.58999633789062,66.38,66.7300033569336,66.13999938964844,113000,Barclays,2025-10-22 19:25:55
CNS,2020-01-17,66.97000122070312,66.1500015258789,66.56,67.2699966430664,65.80999755859375,141500,Barclays,2025-10-22 19:25:55
CNS,2020-01-21,65.95999908447266,65.86000061035156,65.91,66.41999816894531,65.70999908447266,98100,Barclays,2025-10-22 19:25:55
CNS,2020-01-22,66.2699966430664,67.04000091552734,66.65,67.75,66.2699966430664,204200,Barclays,2025-10-22 19:25:55
CNS,2020-01-23,68.94999694824219,73.4800033569336,71.22,73.4800033569336,68.0,395800,Barclays,2025-10-22 19:25:55
CNS,2020-01-24,73.77999877929688,73.72000122070312,73.75,75.80000305175781,72.69000244140625,332900,Barclays,2025-10-22 19:25:55
